"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","units",,,10.7,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,10.7,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,10.2,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,9.7,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,9.4,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,9.2,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,9.8,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,9.2,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,8.7,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,8.1,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,7.8,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,6.4,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,11,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,11.4,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,12.2,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,13,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,7.2,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,8.9,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,13,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,16,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,14.4,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,15.3,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,15.6,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,13.5,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,15.2,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,20.4,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,20.7,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,20.9,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,20.1,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,17.8,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,17.5,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,16.4,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,16.4,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,14.9,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,15.5,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,16,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,12.6,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,12.5,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,10.4,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,8.9,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,11.8,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,7.3,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,6.6,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,8.3,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","units",,,15.5,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","units",,,16.6,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,15.9,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,16,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,15.3,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,14.4,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,14.6,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,16.4,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,15.4,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,14.9,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,14.3,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,15.9,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","units",,,22.2,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,21.2,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,20.1,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,19.3,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,19.5,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,18.5,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","units",,,26.3,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","units",,,25.6,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,24.4,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,24.1,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,23.4,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,22.1,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,21.7,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,21.6,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,21.9,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,20.7,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,19.2,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,18.2,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,17.8,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","units",,,23.1,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","units",,,23.6,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,22.1,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,20.6,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,19.6,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,19,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,19.2,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,19.8,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,20,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,19.8,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,18.8,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,17.8,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,19.1,,
"CHL","Chile","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,16,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","units",,,28.1,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,24.5,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,24.6,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,25.5,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,22.4,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,22,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,21.2,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,22,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,20.3,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,20.7,,
"ISR","Israel","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,21.8,,
"CZE","Czech Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,15.9,,
"FRA","France","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,14.1,,
"GRC","Greece","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,9.6,,
"ISL","Iceland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,16,,
"ISL","Iceland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,14.3,,
"LUX","Luxembourg","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,15.5,,
"LUX","Luxembourg","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,6.5,,
"NLD","Netherlands","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,18.3,,
"NLD","Netherlands","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,20.5,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,10.1,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,13.8,,
"TUR","Turkey","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,20.1,,
"CHL","Chile","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,4,,
"CHL","Chile","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,9.1,,
"EST","Estonia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,24,,
"EST","Estonia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,28.1,,
"EST","Estonia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,26.6,,
"SVN","Slovenia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,11.6,,
"NZL","New Zealand","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,5.6,,
"GRC","Greece","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,6.9,,
"FIN","Finland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,20.2,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,16.7,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,17.5,,
"BEL","Belgium","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,5.9,,
"FRA","France","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,13.7,,
"ITA","Italy","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,11.1,,
"PRT","Portugal","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,16.3,,
"CAN","Canada","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,19.3,,
"IRL","Ireland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,12.8,,
"GRC","Greece","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,11.3,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2005","2005","PC","Percentage","0","units",,,16.7,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2008","2008","PC","Percentage","0","units",,,22.2,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2004","2004","PC","Percentage","0","units",,,10.6,,
"CHE","Switzerland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,16.5,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2001","2001","PC","Percentage","0","units",,,14.3,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,10,,
"DEU","Germany","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,13.8,,
"AUT","Austria","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,18.2,,
"DEU","Germany","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,13.4,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2000","2000","PC","Percentage","0","units",,,15.9,,
"BEL","Belgium","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,6.4,,
"KOR","Korea","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,36.6,,
"SWE","Sweden","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,15.1,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,11.3,,
"FRA","France","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2011","2011","PC","Percentage","0","units",,,14,,
"ESP","Spain","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,8.6,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,13.6,,
"DNK","Denmark","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,7,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,15.4,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,11.6,,
"DNK","Denmark","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,6.8,,
"ISL","Iceland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,14.5,,
"FIN","Finland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,18.7,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2007","2007","PC","Percentage","0","units",,,12.5,,
"HUN","Hungary","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,8.7,,
"CHL","Chile","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,16.7,,
"AUT","Austria","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,18.1,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2003","2003","PC","Percentage","0","units",,,11,,
"JPN","Japan","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,26.6,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,7,,
"POL","Poland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,10.6,,
"IRL","Ireland","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2012","2012","PC","Percentage","0","units",,,8.3,,
"AUS","Australia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,18,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,17.9,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,14.1,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2009","2009","PC","Percentage","0","units",,,16.7,,
"CZE","Czech Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2013","2013","PC","Percentage","0","units",,,15.5,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,18.6,,
"GBR","United Kingdom","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,17.4,,
"LVA","Latvia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,19.2,,
"CAN","Canada","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,19.2,,
"LTU","Lithuania","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,7,,
"LTU","Lithuania","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2002","2002","PC","Percentage","0","units",,,13.1,,
"LVA","Latvia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2010","2010","PC","Percentage","0","units",,,13.3,,
"USA","United States","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,17.5,,
"HUN","Hungary","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,3.8,,
"MEX","Mexico","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,18.3,,
"LVA","Latvia","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,8.1,,
"SVK","Slovak Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,14.4,,
"KOR","Korea","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,36.7,,
"LTU","Lithuania","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2006","2006","PC","Percentage","0","units",,,14.2,,
"CZE","Czech Republic","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,16.1,,
"NOR","Norway","EMP9","Gender wage gap","ALL_PERSONS","All persons","TOTAL","Total","2014","2014","PC","Percentage","0","units",,,6.3,,
